# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			6961328	6961328	6961328
N_multimapping			4419194	4419194	4419194
N_noFeature			1891287	27782862	27639967
N_ambiguous			6484715	1695496	1715678
ENSG00000000003.15	TSPAN6	protein_coding	361	174	188	5.8836	1.6887	1.6703
ENSG00000000005.6	TNMD	protein_coding	26	17	9	1.3023	0.3738	0.3697
ENSG00000000419.13	DPM1	protein_coding	1893	921	972	115.9459	33.2787	32.9149
ENSG00000000457.14	SCYL3	protein_coding	647	504	528	6.9493	1.9946	1.9728
ENSG00000000460.17	C1orf112	protein_coding	352	428	358	4.3589	1.2511	1.2374
ENSG00000000938.13	FGR	protein_coding	314	171	145	6.8639	1.9701	1.9485
ENSG00000000971.16	CFH	protein_coding	269	138	131	2.4921	0.7153	0.7075
ENSG00000001036.14	FUCA2	protein_coding	1174	920	888	30.7555	8.8274	8.7309
ENSG00000001084.13	GCLC	protein_coding	2064	1203	1252	17.7058	5.0819	5.0264
ENSG00000001167.14	NFYA	protein_coding	1014	547	610	19.6703	5.6457	5.5840
ENSG00000001460.18	STPG1	protein_coding	37	24	19	0.3214	0.0922	0.0912
ENSG00000001461.17	NIPAL3	protein_coding	287	158	134	2.2581	0.6481	0.6410
ENSG00000001497.18	LAS1L	protein_coding	2367	1201	1177	13.9378	4.0004	3.9567
ENSG00000001561.7	ENPP4	protein_coding	1894	959	935	30.1509	8.6539	8.5593
ENSG00000001617.12	SEMA3F	protein_coding	848	405	450	12.9903	3.7285	3.6877
ENSG00000001626.16	CFTR	protein_coding	65	35	36	0.4833	0.1387	0.1372
ENSG00000001629.10	ANKIB1	protein_coding	5212	2564	2667	52.1472	14.9672	14.8036
ENSG00000001630.17	CYP51A1	protein_coding	191	108	92	4.0012	1.1484	1.1359
ENSG00000001631.16	KRIT1	protein_coding	278	137	159	3.3127	0.9508	0.9404
ENSG00000002016.18	RAD52	protein_coding	665	332	335	10.9177	3.1336	3.0993
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	4	5	6	0.0469	0.0135	0.0133
ENSG00000002330.14	BAD	protein_coding	1361	2668	2513	58.9091	16.9080	16.7232
ENSG00000002549.12	LAP3	protein_coding	5266	2624	2643	102.8554	29.5214	29.1988
ENSG00000002586.20	CD99	protein_coding	41004	20024	20986	623.9946	179.0983	177.1407
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	2580	1244	1337	25.6538	7.3631	7.2826
ENSG00000002726.21	AOC1	protein_coding	5	2	3	0.0976	0.0280	0.0277
ENSG00000002745.13	WNT16	protein_coding	1	1	1	0.0226	0.0065	0.0064
ENSG00000002746.15	HECW1	protein_coding	93	44	57	0.4934	0.1416	0.1401
ENSG00000002822.15	MAD1L1	protein_coding	22	8	14	0.2250	0.0646	0.0639
ENSG00000002834.18	LASP1	protein_coding	7554	4467	4483	79.0902	22.7004	22.4523
ENSG00000002919.15	SNX11	protein_coding	2779	1428	1353	49.7090	14.2674	14.1115
ENSG00000002933.9	TMEM176A	protein_coding	1113	551	565	23.6648	6.7922	6.7180
ENSG00000003056.8	M6PR	protein_coding	2970	1979	2072	61.2462	17.5788	17.3867
ENSG00000003096.14	KLHL13	protein_coding	2486	1223	1264	26.3191	7.5541	7.4715
ENSG00000003137.8	CYP26B1	protein_coding	189	110	79	2.7861	0.7997	0.7909
ENSG00000003147.19	ICA1	protein_coding	1211	774	744	18.3345	5.2624	5.2048
ENSG00000003249.15	DBNDD1	protein_coding	399	199	206	6.6108	1.8974	1.8767
ENSG00000003393.15	ALS2	protein_coding	1703	903	802	12.0617	3.4619	3.4241
ENSG00000003400.15	CASP10	protein_coding	180	91	89	1.7553	0.5038	0.4983
ENSG00000003402.20	CFLAR	protein_coding	1502	833	869	4.9398	1.4178	1.4023
ENSG00000003436.16	TFPI	protein_coding	2581	1381	1320	16.2890	4.6753	4.6242
ENSG00000003509.16	NDUFAF7	protein_coding	456	395	344	9.2335	2.6502	2.6212
ENSG00000003756.17	RBM5	protein_coding	3838	2710	2925	27.3957	7.8631	7.7772
ENSG00000003987.14	MTMR7	protein_coding	136	262	244	1.4513	0.4165	0.4120
ENSG00000003989.18	SLC7A2	protein_coding	340	169	171	3.1797	0.9126	0.9027
ENSG00000004059.11	ARF5	protein_coding	8800	4389	4520	356.4774	102.3157	101.1974
ENSG00000004139.14	SARM1	protein_coding	959	2609	2646	6.3843	1.8324	1.8124
ENSG00000004142.12	POLDIP2	protein_coding	10553	5694	5842	292.1977	83.8663	82.9496
ENSG00000004399.13	PLXND1	protein_coding	3813	1857	1957	29.4956	8.4658	8.3733
ENSG00000004455.17	AK2	protein_coding	5111	2707	2627	39.2570	11.2675	11.1444
ENSG00000004468.13	CD38	protein_coding	961	503	458	10.3610	2.9738	2.9413
ENSG00000004478.8	FKBP4	protein_coding	3952	2659	2593	56.5883	16.2419	16.0644
ENSG00000004487.17	KDM1A	protein_coding	8953	4534	4422	121.6695	34.9215	34.5398
ENSG00000004534.15	RBM6	protein_coding	3297	1681	1619	33.3939	9.5847	9.4799
ENSG00000004660.15	CAMKK1	protein_coding	585	281	304	5.8184	1.6700	1.6517
ENSG00000004700.16	RECQL	protein_coding	724	912	886	14.1636	4.0652	4.0208
ENSG00000004766.17	VPS50	protein_coding	1330	643	688	10.2861	2.9523	2.9200
ENSG00000004776.13	HSPB6	protein_coding	369	753	826	15.8235	4.5416	4.4920
ENSG00000004777.18	ARHGAP33	protein_coding	3215	1769	1714	45.1864	12.9693	12.8276
ENSG00000004779.10	NDUFAB1	protein_coding	3121	1496	1626	149.0510	42.7805	42.3129
ENSG00000004799.8	PDK4	protein_coding	1059	503	557	17.2294	4.9452	4.8911
ENSG00000004809.14	SLC22A16	protein_coding	2	1	1	0.0378	0.0109	0.0107
ENSG00000004838.14	ZMYND10	protein_coding	113	66	72	2.8916	0.8300	0.8209
ENSG00000004846.16	ABCB5	protein_coding	3	2	2	0.0240	0.0069	0.0068
ENSG00000004848.8	ARX	protein_coding	47	24	23	1.1158	0.3203	0.3168
ENSG00000004864.14	SLC25A13	protein_coding	2216	1159	1058	44.1579	12.6741	12.5356
ENSG00000004866.22	ST7	protein_coding	1785	1030	1073	20.2210	5.8038	5.7404
ENSG00000004897.12	CDC27	protein_coding	3280	1692	1696	35.5342	10.1990	10.0875
ENSG00000004939.15	SLC4A1	protein_coding	6	3	4	0.0866	0.0248	0.0246
ENSG00000004948.16	CALCR	protein_coding	6	5	4	0.1051	0.0302	0.0298
ENSG00000004961.15	HCCS	protein_coding	860	442	418	27.1355	7.7884	7.7033
ENSG00000004975.12	DVL2	protein_coding	4978	2473	2516	69.1630	19.8511	19.6341
ENSG00000005001.10	PRSS22	protein_coding	1	1	0	0.0310	0.0089	0.0088
ENSG00000005007.13	UPF1	protein_coding	5904	2967	2941	50.9126	14.6129	14.4532
ENSG00000005020.13	SKAP2	protein_coding	332	180	152	4.5783	1.3141	1.2997
ENSG00000005022.6	SLC25A5	protein_coding	12217	7278	7295	580.8264	166.7081	164.8860
ENSG00000005059.16	MCUB	protein_coding	367	201	172	7.6320	2.1905	2.1666
ENSG00000005073.6	HOXA11	protein_coding	380	243	236	10.5256	3.0210	2.9880
ENSG00000005075.15	POLR2J	protein_coding	4670	2193	2532	254.7943	73.1308	72.3315
ENSG00000005100.13	DHX33	protein_coding	2316	1174	1145	29.5765	8.4890	8.3962
ENSG00000005102.14	MEOX1	protein_coding	5	3	4	0.1382	0.0397	0.0392
ENSG00000005108.16	THSD7A	protein_coding	281	142	155	1.9022	0.5460	0.5400
ENSG00000005156.12	LIG3	protein_coding	2192	1614	1518	12.5611	3.6053	3.5659
ENSG00000005175.10	RPAP3	protein_coding	1181	606	575	16.3196	4.6840	4.6328
ENSG00000005187.12	ACSM3	protein_coding	13	70	62	0.1280	0.0367	0.0363
ENSG00000005189.20	REXO5	protein_coding	365	183	201	6.5638	1.8839	1.8634
ENSG00000005194.15	CIAPIN1	protein_coding	5199	2622	2582	113.6135	32.6092	32.2528
ENSG00000005206.17	SPPL2B	protein_coding	3412	1686	1729	33.9998	9.7586	9.6519
ENSG00000005238.20	FAM214B	protein_coding	1620	787	834	18.7865	5.3921	5.3332
ENSG00000005243.10	COPZ2	protein_coding	486	237	249	19.2547	5.5265	5.4661
ENSG00000005249.13	PRKAR2B	protein_coding	334	162	172	5.7936	1.6629	1.6447
ENSG00000005302.19	MSL3	protein_coding	1335	687	648	10.0915	2.8964	2.8648
ENSG00000005339.15	CREBBP	protein_coding	3974	1981	1999	18.9800	5.4476	5.3881
ENSG00000005379.17	TSPOAP1	protein_coding	1944	996	969	12.6189	3.6219	3.5823
ENSG00000005381.8	MPO	protein_coding	1	0	1	0.0210	0.0060	0.0060
ENSG00000005421.9	PON1	protein_coding	14	9	5	0.3895	0.1118	0.1106
ENSG00000005436.14	GCFC2	protein_coding	94	158	145	1.2723	0.3652	0.3612
ENSG00000005448.17	WDR54	protein_coding	1642	867	826	42.5633	12.2165	12.0830
ENSG00000005469.12	CROT	protein_coding	1307	688	619	19.3443	5.5522	5.4915
ENSG00000005471.19	ABCB4	protein_coding	442	225	217	4.2283	1.2136	1.2003
ENSG00000005483.21	KMT2E	protein_coding	3021	1617	1638	22.4483	6.4431	6.3727
ENSG00000005486.17	RHBDD2	protein_coding	11890	5898	5994	367.7868	105.5618	104.4080
ENSG00000005513.10	SOX8	protein_coding	17868	8755	9128	295.5157	84.8186	83.8915
ENSG00000005700.15	IBTK	protein_coding	1941	1002	940	16.4578	4.7237	4.6721
ENSG00000005801.18	ZNF195	protein_coding	1892	952	942	11.9437	3.4281	3.3906
ENSG00000005810.18	MYCBP2	protein_coding	1428	840	884	6.6035	1.8953	1.8746
ENSG00000005812.11	FBXL3	protein_coding	1962	1935	2003	20.4986	5.8835	5.8192
ENSG00000005844.19	ITGAL	protein_coding	133	73	84	0.9968	0.2861	0.2830
ENSG00000005882.12	PDK2	protein_coding	1671	1821	1864	22.5799	6.4809	6.4100
ENSG00000005884.18	ITGA3	protein_coding	1199	593	606	9.0431	2.5955	2.5672
ENSG00000005889.16	ZFX	protein_coding	1260	646	621	10.3076	2.9585	2.9261
ENSG00000005893.16	LAMP2	protein_coding	11908	5926	5982	93.6135	26.8688	26.5752
ENSG00000005961.19	ITGA2B	protein_coding	63	39	27	0.8178	0.2347	0.2322
ENSG00000005981.13	ASB4	protein_coding	23	10	13	0.3692	0.1060	0.1048
ENSG00000006007.12	GDE1	protein_coding	3992	2432	2317	67.2261	19.2952	19.0843
ENSG00000006015.18	REX1BD	protein_coding	1498	757	742	32.8523	9.4292	9.3262
ENSG00000006016.11	CRLF1	protein_coding	92	296	278	2.2924	0.6580	0.6508
ENSG00000006025.12	OSBPL7	protein_coding	1069	520	550	12.0252	3.4515	3.4137
ENSG00000006042.12	TMEM98	protein_coding	7316	3716	3602	104.2725	29.9282	29.6011
ENSG00000006047.13	YBX2	protein_coding	16	10	7	0.2554	0.0733	0.0725
ENSG00000006059.4	KRT33A	protein_coding	1	1	0	0.0567	0.0163	0.0161
ENSG00000006062.17	MAP3K14	protein_coding	987	673	674	12.8736	3.6950	3.6546
ENSG00000006071.15	ABCC8	protein_coding	808	417	408	4.7453	1.3620	1.3471
ENSG00000006116.4	CACNG3	protein_coding	1	1	0	0.0386	0.0111	0.0109
ENSG00000006118.15	TMEM132A	protein_coding	12189	6308	6402	123.8816	35.5564	35.1677
ENSG00000006125.18	AP2B1	protein_coding	27547	13911	13767	268.2795	77.0013	76.1597
ENSG00000006128.12	TAC1	protein_coding	3	0	3	0.1295	0.0372	0.0368
ENSG00000006194.10	ZNF263	protein_coding	1562	1185	1203	18.0347	5.1763	5.1197
ENSG00000006210.7	CX3CL1	protein_coding	2789	1389	1401	34.5951	9.9294	9.8209
ENSG00000006282.21	SPATA20	protein_coding	3253	1613	1643	45.0608	12.9333	12.7919
ENSG00000006283.18	CACNA1G	protein_coding	135	69	69	0.9919	0.2847	0.2816
ENSG00000006327.14	TNFRSF12A	protein_coding	1458	746	714	59.8489	17.1778	16.9900
ENSG00000006377.11	DLX6	protein_coding	29	12	17	0.6223	0.1786	0.1767
ENSG00000006432.15	MAP3K9	protein_coding	203	103	103	1.2116	0.3478	0.3440
ENSG00000006451.8	RALA	protein_coding	5516	2813	2703	113.9396	32.7028	32.3454
ENSG00000006453.14	BAIAP2L1	protein_coding	16	44	48	0.2454	0.0704	0.0697
ENSG00000006459.11	KDM7A	protein_coding	898	467	431	7.0791	2.0318	2.0096
ENSG00000006468.14	ETV1	protein_coding	28979	14407	14572	222.8159	63.9524	63.2534
ENSG00000006530.18	AGK	protein_coding	1858	1072	1125	12.8409	3.6856	3.6453
ENSG00000006534.16	ALDH3B1	protein_coding	505	242	269	5.6345	1.6172	1.5995
ENSG00000006555.11	TTC22	protein_coding	1	1	0	0.0121	0.0035	0.0034
ENSG00000006576.16	PHTF2	protein_coding	1093	516	577	9.3458	2.6824	2.6531
ENSG00000006606.9	CCL26	protein_coding	11	6	5	1.1568	0.3320	0.3284
ENSG00000006607.14	FARP2	protein_coding	1433	888	874	7.3718	2.1158	2.0927
ENSG00000006611.17	USH1C	protein_coding	721	357	365	10.8692	3.1197	3.0856
ENSG00000006625.18	GGCT	protein_coding	464	235	230	21.5200	6.1766	6.1091
ENSG00000006634.8	DBF4	protein_coding	1217	657	599	19.5802	5.6199	5.5585
ENSG00000006638.13	TBXA2R	protein_coding	290	136	156	7.5838	2.1767	2.1529
ENSG00000006652.15	IFRD1	protein_coding	851	440	411	7.9617	2.2852	2.2602
ENSG00000006659.13	LGALS14	protein_coding	0	1	0	0.0000	0.0000	0.0000
ENSG00000006695.12	COX10	protein_coding	886	428	459	9.6952	2.7827	2.7523
ENSG00000006704.11	GTF2IRD1	protein_coding	2310	1159	1152	26.2771	7.5420	7.4596
ENSG00000006712.15	PAF1	protein_coding	5085	2533	2689	131.9041	37.8590	37.4452
ENSG00000006715.16	VPS41	protein_coding	4505	2244	2262	42.9629	12.3312	12.1964
ENSG00000006740.17	ARHGAP44	protein_coding	156	104	95	1.2372	0.3551	0.3512
ENSG00000006744.19	ELAC2	protein_coding	4997	2506	2496	52.7593	15.1429	14.9774
ENSG00000006747.15	SCIN	protein_coding	312	166	157	1.9840	0.5694	0.5632
ENSG00000006756.16	ARSD	protein_coding	358	221	239	3.7669	1.0812	1.0694
ENSG00000006757.12	PNPLA4	protein_coding	63	36	27	1.3654	0.3919	0.3876
ENSG00000006788.14	MYH13	protein_coding	1	0	1	0.0121	0.0035	0.0034
ENSG00000006831.10	ADIPOR2	protein_coding	5513	2841	2673	69.8968	20.0617	19.8424
ENSG00000006837.12	CDKL3	protein_coding	59	22	37	1.3851	0.3976	0.3932
ENSG00000007001.13	UPP2	protein_coding	32	17	15	0.8000	0.2296	0.2271
ENSG00000007038.11	PRSS21	protein_coding	1	2	0	0.0376	0.0108	0.0107
ENSG00000007047.15	MARK4	protein_coding	1826	935	891	20.2815	5.8212	5.7575
ENSG00000007062.12	PROM1	protein_coding	82	45	37	0.8129	0.2333	0.2308
ENSG00000007080.11	CCDC124	protein_coding	5452	2714	2741	242.6601	69.6480	68.8868
ENSG00000007129.18	CEACAM21	protein_coding	39	16	23	1.4584	0.4186	0.4140
ENSG00000007168.14	PAFAH1B1	protein_coding	8516	5299	5201	45.7175	13.1218	12.9784
ENSG00000007171.18	NOS2	protein_coding	158	73	86	2.6553	0.7621	0.7538
ENSG00000007174.18	DNAH9	protein_coding	3002	1781	1567	13.1004	3.7601	3.7190
ENSG00000007202.15	KIAA0100	protein_coding	6446	5213	4975	51.6187	14.8155	14.6536
ENSG00000007216.15	SLC13A2	protein_coding	1	0	2	0.0229	0.0066	0.0065
ENSG00000007237.19	GAS7	protein_coding	9254	4713	4541	67.3494	19.3305	19.1193
ENSG00000007255.10	TRAPPC6A	protein_coding	500	256	247	39.6187	11.3713	11.2470
ENSG00000007264.15	MATK	protein_coding	98	42	56	1.7508	0.5025	0.4970
ENSG00000007306.15	CEACAM7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	8	5	3	0.2868	0.0823	0.0814
ENSG00000007314.12	SCN4A	protein_coding	10	7	7	0.0897	0.0257	0.0255
ENSG00000007341.19	ST7L	protein_coding	703	516	522	6.4099	1.8398	1.8197
ENSG00000007350.17	TKTL1	protein_coding	1013	526	492	21.2393	6.0961	6.0294
ENSG00000007372.24	PAX6	protein_coding	1087	911	978	3.8936	1.1175	1.1053
ENSG00000007376.8	RPUSD1	protein_coding	1695	881	856	45.2542	12.9888	12.8468
ENSG00000007384.15	RHBDF1	protein_coding	1034	523	512	15.5560	4.4649	4.4161
ENSG00000007392.17	LUC7L	protein_coding	2161	1135	1027	25.8678	7.4245	7.3434
ENSG00000007402.12	CACNA2D2	protein_coding	297	206	199	3.3738	0.9683	0.9578
ENSG00000007516.14	BAIAP3	protein_coding	628	758	740	7.5998	2.1813	2.1574
ENSG00000007520.4	TSR3	protein_coding	2072	1493	1451	126.5950	36.3352	35.9380
ENSG00000007541.17	PIGQ	protein_coding	1281	621	662	12.0548	3.4600	3.4221
ENSG00000007545.16	CRAMP1	protein_coding	678	337	361	5.8310	1.6736	1.6553
ENSG00000007866.22	TEAD3	protein_coding	396	185	211	9.6017	2.7559	2.7258
ENSG00000007908.16	SELE	protein_coding	2	1	1	0.0322	0.0093	0.0092
ENSG00000007923.16	DNAJC11	protein_coding	1305	1225	1176	18.9803	5.4477	5.3882
ENSG00000007933.13	FMO3	protein_coding	60	32	28	1.2898	0.3702	0.3662
ENSG00000007944.15	MYLIP	protein_coding	1077	570	507	25.9183	7.4390	7.3577
ENSG00000007952.18	NOX1	protein_coding	55	26	29	1.5989	0.4589	0.4539
ENSG00000007968.7	E2F2	protein_coding	828	372	456	11.2070	3.2166	3.1815
ENSG00000008018.9	PSMB1	protein_coding	6682	3350	3333	222.6185	63.8957	63.1974
ENSG00000008056.14	SYN1	protein_coding	561	286	307	11.1101	3.1888	3.1539
ENSG00000008083.14	JARID2	protein_coding	1190	622	568	14.0895	4.0440	3.9998
ENSG00000008086.13	CDKL5	protein_coding	403	206	204	1.5635	0.4487	0.4438
ENSG00000008118.10	CAMK1G	protein_coding	177	84	93	3.9319	1.1285	1.1162
ENSG00000008128.23	CDK11A	protein_coding	54	23	32	0.7851	0.2253	0.2229
ENSG00000008130.15	NADK	protein_coding	2276	1142	1136	30.2085	8.6704	8.5756
ENSG00000008196.13	TFAP2B	protein_coding	2	2	0	0.0240	0.0069	0.0068
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	178	644	669	1.5782	0.4530	0.4480
ENSG00000008256.16	CYTH3	protein_coding	2028	1068	962	25.8139	7.4091	7.3281
ENSG00000008277.14	ADAM22	protein_coding	2384	1192	1192	14.4475	4.1467	4.1014
ENSG00000008282.9	SYPL1	protein_coding	5077	2475	2603	134.8671	38.7094	38.2863
ENSG00000008283.16	CYB561	protein_coding	508	246	263	7.0913	2.0353	2.0131
ENSG00000008294.21	SPAG9	protein_coding	10003	5034	4976	61.8007	17.7380	17.5441
ENSG00000008300.17	CELSR3	protein_coding	1093	531	569	5.8342	1.6745	1.6562
ENSG00000008311.15	AASS	protein_coding	1710	868	842	18.9703	5.4448	5.3853
ENSG00000008323.15	PLEKHG6	protein_coding	10	6	6	0.1735	0.0498	0.0493
ENSG00000008324.12	SS18L2	protein_coding	1127	644	674	26.7214	7.6696	7.5857
ENSG00000008382.16	MPND	protein_coding	744	769	792	26.8437	7.7047	7.6205
ENSG00000008394.13	MGST1	protein_coding	4121	1963	2159	40.9434	11.7515	11.6231
ENSG00000008405.12	CRY1	protein_coding	1949	1029	1025	30.1311	8.6482	8.5537
ENSG00000008438.5	PGLYRP1	protein_coding	2	2	0	0.2088	0.0599	0.0593
ENSG00000008441.18	NFIX	protein_coding	28544	14296	14272	327.9279	94.1215	93.0928
ENSG00000008513.16	ST3GAL1	protein_coding	982	499	484	8.2013	2.3539	2.3282
ENSG00000008516.17	MMP25	protein_coding	118	135	129	2.0545	0.5897	0.5832
ENSG00000008517.18	IL32	protein_coding	1025	491	537	23.6138	6.7776	6.7035
ENSG00000008710.20	PKD1	protein_coding	2098	1493	1438	8.3685	2.4019	2.3757
ENSG00000008735.14	MAPK8IP2	protein_coding	2898	1508	1393	36.9834	10.6149	10.4989
ENSG00000008838.20	MED24	protein_coding	8797	4330	4477	93.4142	26.8116	26.5186
ENSG00000008853.17	RHOBTB2	protein_coding	1392	1219	1136	15.5663	4.4678	4.4190
ENSG00000008869.12	HEATR5B	protein_coding	1256	630	626	11.2715	3.2351	3.1998
ENSG00000008952.17	SEC62	protein_coding	7311	3754	3560	68.1750	19.5675	19.3536
ENSG00000008988.11	RPS20	protein_coding	30402	15099	15308	332.2359	95.3580	94.3157
ENSG00000009307.16	CSDE1	protein_coding	20389	10387	10005	260.8738	74.8757	74.0573
ENSG00000009335.18	UBE3C	protein_coding	2538	1254	1285	20.3614	5.8441	5.7802
ENSG00000009413.16	REV3L	protein_coding	2276	1541	1478	13.5422	3.8869	3.8444
ENSG00000009694.13	TENM1	protein_coding	232	119	117	1.3300	0.3817	0.3776
ENSG00000009709.12	PAX7	protein_coding	10	5	5	0.1142	0.0328	0.0324
ENSG00000009724.17	MASP2	protein_coding	70	78	76	1.2156	0.3489	0.3451
ENSG00000009765.15	IYD	protein_coding	7	4	3	0.0499	0.0143	0.0142
ENSG00000009780.16	FAM76A	protein_coding	611	306	305	11.1642	3.2043	3.1693
ENSG00000009790.15	TRAF3IP3	protein_coding	35	63	61	0.3339	0.0958	0.0948
ENSG00000009830.12	POMT2	protein_coding	3666	1831	1839	27.0832	7.7734	7.6884
ENSG00000009844.16	VTA1	protein_coding	4494	2285	2211	45.7750	13.1383	12.9947
ENSG00000009950.16	MLXIPL	protein_coding	51	28	24	0.7830	0.2247	0.2223
ENSG00000009954.11	BAZ1B	protein_coding	5180	2604	2582	54.2422	15.5685	15.3984
ENSG00000010017.13	RANBP9	protein_coding	2143	1532	1542	43.7891	12.5683	12.4309
ENSG00000010030.14	ETV7	protein_coding	11	6	6	0.3426	0.0983	0.0972
ENSG00000010072.16	SPRTN	protein_coding	807	430	428	10.1016	2.8994	2.8677
ENSG00000010165.20	EEF1AKNMT	protein_coding	2474	1228	1247	47.7419	13.7028	13.5531
ENSG00000010219.13	DYRK4	protein_coding	1486	722	764	15.5738	4.4700	4.4211
ENSG00000010244.19	ZNF207	protein_coding	7360	3697	3667	34.3984	9.8730	9.7651
ENSG00000010256.11	UQCRC1	protein_coding	11692	5786	5913	269.7792	77.4317	76.5854
ENSG00000010270.14	STARD3NL	protein_coding	5389	2677	2713	92.1371	26.4451	26.1561
ENSG00000010278.15	CD9	protein_coding	15093	7397	7702	191.4228	54.9420	54.3415
ENSG00000010282.15	HHATL	protein_coding	675	392	366	17.2790	4.9594	4.9052
ENSG00000010292.13	NCAPD2	protein_coding	6037	3260	3270	68.9809	19.7988	19.5824
ENSG00000010295.20	IFFO1	protein_coding	1963	1022	951	29.3472	8.4232	8.3311
ENSG00000010310.9	GIPR	protein_coding	11	6	7	0.1604	0.0460	0.0455
ENSG00000010318.21	PHF7	protein_coding	124	65	60	2.7251	0.7821	0.7736
ENSG00000010319.7	SEMA3G	protein_coding	271	135	137	3.9696	1.1394	1.1269
ENSG00000010322.16	NISCH	protein_coding	7711	3820	3901	62.9070	18.0555	17.8581
ENSG00000010327.10	STAB1	protein_coding	4077	2689	2591	28.4668	8.1705	8.0812
ENSG00000010361.14	FUZ	protein_coding	1280	1153	1128	32.0449	9.1975	9.0970
ENSG00000010379.16	SLC6A13	protein_coding	61	39	22	1.0628	0.3051	0.3017
ENSG00000010404.18	IDS	protein_coding	273	134	139	2.1716	0.6233	0.6165
ENSG00000010438.17	PRSS3	protein_coding	41	36	32	2.1271	0.6105	0.6038
ENSG00000010539.12	ZNF200	protein_coding	556	300	301	5.4820	1.5734	1.5562
ENSG00000010610.10	CD4	protein_coding	2087	1051	1038	33.8576	9.7178	9.6115
ENSG00000010626.15	LRRC23	protein_coding	973	507	467	23.5690	6.7647	6.6908
ENSG00000010671.16	BTK	protein_coding	223	109	116	3.6035	1.0343	1.0230
ENSG00000010704.18	HFE	protein_coding	64	30	34	0.8337	0.2393	0.2367
ENSG00000010803.16	SCMH1	protein_coding	1373	766	775	22.8253	6.5513	6.4797
ENSG00000010810.17	FYN	protein_coding	25054	12358	12702	249.9266	71.7336	70.9496
ENSG00000010818.10	HIVEP2	protein_coding	1050	542	608	7.2853	2.0910	2.0682
ENSG00000010932.17	FMO1	protein_coding	42	19	25	0.8620	0.2474	0.2447
ENSG00000011007.12	ELOA	protein_coding	2941	1905	1880	40.3309	11.5757	11.4492
ENSG00000011009.11	LYPLA2	protein_coding	2497	1270	1230	91.3407	26.2165	25.9300
ENSG00000011021.23	CLCN6	protein_coding	1688	1233	1205	15.2687	4.3824	4.3345
ENSG00000011028.14	MRC2	protein_coding	2687	1486	1518	30.1390	8.6505	8.5559
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	3	11	11	0.0519	0.0149	0.0147
ENSG00000011105.14	TSPAN9	protein_coding	1485	728	759	15.8992	4.5634	4.5135
ENSG00000011114.15	BTBD7	protein_coding	1277	635	643	8.3303	2.3909	2.3648
ENSG00000011132.12	APBA3	protein_coding	1470	767	824	19.4201	5.5739	5.5130
ENSG00000011143.19	MKS1	protein_coding	1387	735	827	9.0863	2.6079	2.5794
ENSG00000011198.10	ABHD5	protein_coding	2073	1052	1025	20.3281	5.8346	5.7708
ENSG00000011201.12	ANOS1	protein_coding	5312	2608	2704	55.4516	15.9157	15.7417
ENSG00000011243.18	AKAP8L	protein_coding	1946	1646	1674	28.3254	8.1299	8.0411
ENSG00000011258.16	MBTD1	protein_coding	1658	807	852	17.0620	4.8971	4.8436
ENSG00000011260.14	UTP18	protein_coding	2786	1414	1372	76.1986	21.8704	21.6314
ENSG00000011275.19	RNF216	protein_coding	4054	2028	2029	39.5600	11.3545	11.2304
ENSG00000011295.16	TTC19	protein_coding	4727	2451	2305	57.7239	16.5678	16.3868
ENSG00000011304.22	PTBP1	protein_coding	12080	5956	6134	118.7418	34.0811	33.7086
ENSG00000011332.19	DPF1	protein_coding	1236	583	656	19.0366	5.4639	5.4041
ENSG00000011347.10	SYT7	protein_coding	83	40	46	0.8125	0.2332	0.2307
ENSG00000011376.12	LARS2	protein_coding	2170	1115	1056	12.9302	3.7112	3.6706
ENSG00000011405.13	PIK3C2A	protein_coding	2537	1263	1274	20.3777	5.8488	5.7849
ENSG00000011422.12	PLAUR	protein_coding	379	192	187	6.2865	1.8043	1.7846
ENSG00000011426.11	ANLN	protein_coding	1223	648	592	15.0766	4.3273	4.2800
ENSG00000011451.21	WIZ	protein_coding	5392	2638	2761	39.7153	11.3990	11.2745
ENSG00000011454.18	RABGAP1	protein_coding	3309	1715	1599	31.9527	9.1710	9.0708
ENSG00000011465.18	DCN	protein_coding	3566	1710	1856	20.3716	5.8470	5.7831
ENSG00000011478.13	QPCTL	protein_coding	634	322	316	16.5914	4.7620	4.7100
ENSG00000011485.15	PPP5C	protein_coding	3542	1877	1982	36.9382	10.6020	10.4861
ENSG00000011523.14	CEP68	protein_coding	2724	1517	1543	23.3540	6.7030	6.6298
ENSG00000011566.15	MAP4K3	protein_coding	2144	1113	1034	26.1729	7.5121	7.4300
